image_id,variant_id,image_url,image_type,is_primary,alt_text,sort_order
77,32,https://rareregalia.com/wp-content/uploads/2025/07/16019-R1.jpg,product,1,Celeste Drop Earrings - Rose Gold - Image 1,1
78,32,https://rareregalia.com/wp-content/uploads/2025/07/16019-R2.jpg,product,0,Celeste Drop Earrings - Rose Gold - Image 2,2
79,32,https://rareregalia.com/wp-content/uploads/2025/07/16019-R3.jpg,product,0,Celeste Drop Earrings - Rose Gold - Image 3,3
80,32,https://rareregalia.com/wp-content/uploads/2025/07/16019-R4.jpg,product,0,Celeste Drop Earrings - Rose Gold - Image 4,4
81,33,https://rareregalia.com/wp-content/uploads/2025/07/16019-W1.jpg,product,1,Celeste Drop Earrings - White Gold - Image 1,1
82,33,https://rareregalia.com/wp-content/uploads/2025/07/16019-W2.jpg,product,0,Celeste Drop Earrings - White Gold - Image 2,2
83,33,https://rareregalia.com/wp-content/uploads/2025/07/16019-W3.jpg,product,0,Celeste Drop Earrings - White Gold - Image 3,3
84,33,https://rareregalia.com/wp-content/uploads/2025/07/16019-W4.jpg,product,0,Celeste Drop Earrings - White Gold - Image 4,4
85,34,https://rareregalia.com/wp-content/uploads/2025/07/16019-W1.jpg,product,1,Celeste Drop Earrings - White Gold - Image 1,1
86,34,https://rareregalia.com/wp-content/uploads/2025/07/16019-W2.jpg,product,0,Celeste Drop Earrings - White Gold - Image 2,2
87,34,https://rareregalia.com/wp-content/uploads/2025/07/16019-W3.jpg,product,0,Celeste Drop Earrings - White Gold - Image 3,3
88,34,https://rareregalia.com/wp-content/uploads/2025/07/16019-W4.jpg,product,0,Celeste Drop Earrings - White Gold - Image 4,4
89,35,https://rareregalia.com/wp-content/uploads/2025/07/16019-Y1.jpg,product,1,Celeste Drop Earrings - Yellow Gold - Image 1,1
90,35,https://rareregalia.com/wp-content/uploads/2025/07/16019-Y2.jpg,product,0,Celeste Drop Earrings - Yellow Gold - Image 2,2
91,35,https://rareregalia.com/wp-content/uploads/2025/07/16019-Y3.jpg,product,0,Celeste Drop Earrings - Yellow Gold - Image 3,3
92,35,https://rareregalia.com/wp-content/uploads/2025/07/16019-Y4.jpg,product,0,Celeste Drop Earrings - Yellow Gold - Image 4,4
93,36,https://rareregalia.com/wp-content/uploads/2025/07/16019-Y1.jpg,product,1,Celeste Drop Earrings - Yellow Gold - Image 1,1
94,36,https://rareregalia.com/wp-content/uploads/2025/07/16019-Y2.jpg,product,0,Celeste Drop Earrings - Yellow Gold - Image 2,2
95,36,https://rareregalia.com/wp-content/uploads/2025/07/16019-Y3.jpg,product,0,Celeste Drop Earrings - Yellow Gold - Image 3,3
96,36,https://rareregalia.com/wp-content/uploads/2025/07/16019-Y4.jpg,product,0,Celeste Drop Earrings - Yellow Gold - Image 4,4
97,37,https://rareregalia.com/wp-content/uploads/2025/07/16020-R1.jpg,product,1,Aurora Halo Drops - Rose Gold - Image 1,1
98,37,https://rareregalia.com/wp-content/uploads/2025/07/16020-R2.jpg,product,0,Aurora Halo Drops - Rose Gold - Image 2,2
99,37,https://rareregalia.com/wp-content/uploads/2025/07/16020-R3.jpg,product,0,Aurora Halo Drops - Rose Gold - Image 3,3
100,37,https://rareregalia.com/wp-content/uploads/2025/07/16020-R4.jpg,product,0,Aurora Halo Drops - Rose Gold - Image 4,4
101,38,https://rareregalia.com/wp-content/uploads/2025/07/16020-R1.jpg,product,1,Aurora Halo Drops - Rose Gold - Image 1,1
102,38,https://rareregalia.com/wp-content/uploads/2025/07/16020-R2.jpg,product,0,Aurora Halo Drops - Rose Gold - Image 2,2
103,38,https://rareregalia.com/wp-content/uploads/2025/07/16020-R3.jpg,product,0,Aurora Halo Drops - Rose Gold - Image 3,3
104,38,https://rareregalia.com/wp-content/uploads/2025/07/16020-R4.jpg,product,0,Aurora Halo Drops - Rose Gold - Image 4,4
105,39,https://rareregalia.com/wp-content/uploads/2025/07/16020-Y1.jpg,product,1,Aurora Halo Drops - Yellow Gold - Image 1,1
106,39,https://rareregalia.com/wp-content/uploads/2025/07/16020-Y2.jpg,product,0,Aurora Halo Drops - Yellow Gold - Image 2,2
107,39,https://rareregalia.com/wp-content/uploads/2025/07/16020-Y3.jpg,product,0,Aurora Halo Drops - Yellow Gold - Image 3,3
108,39,https://rareregalia.com/wp-content/uploads/2025/07/16020-Y4.jpg,product,0,Aurora Halo Drops - Yellow Gold - Image 4,4
109,40,https://rareregalia.com/wp-content/uploads/2025/07/16020-Y1.jpg,product,1,Aurora Halo Drops - Yellow Gold - Image 1,1
110,40,https://rareregalia.com/wp-content/uploads/2025/07/16020-Y2.jpg,product,0,Aurora Halo Drops - Yellow Gold - Image 2,2
111,40,https://rareregalia.com/wp-content/uploads/2025/07/16020-Y3.jpg,product,0,Aurora Halo Drops - Yellow Gold - Image 3,3
112,40,https://rareregalia.com/wp-content/uploads/2025/07/16020-Y4.jpg,product,0,Aurora Halo Drops - Yellow Gold - Image 4,4
113,41,https://rareregalia.com/wp-content/uploads/2025/07/16034-R1.jpg,product,1,Elysian Bloom Earrings - Rose Gold - Image 1,1
114,41,https://rareregalia.com/wp-content/uploads/2025/07/16034-R2.jpg,product,0,Elysian Bloom Earrings - Rose Gold - Image 2,2
115,41,https://rareregalia.com/wp-content/uploads/2025/07/16034-R3.jpg,product,0,Elysian Bloom Earrings - Rose Gold - Image 3,3
116,41,https://rareregalia.com/wp-content/uploads/2025/07/16034-R4.jpg,product,0,Elysian Bloom Earrings - Rose Gold - Image 4,4
117,42,https://rareregalia.com/wp-content/uploads/2025/07/16034-R1.jpg,product,1,Elysian Bloom Earrings - Rose Gold - Image 1,1
118,42,https://rareregalia.com/wp-content/uploads/2025/07/16034-R2.jpg,product,0,Elysian Bloom Earrings - Rose Gold - Image 2,2
119,42,https://rareregalia.com/wp-content/uploads/2025/07/16034-R3.jpg,product,0,Elysian Bloom Earrings - Rose Gold - Image 3,3
120,42,https://rareregalia.com/wp-content/uploads/2025/07/16034-R4.jpg,product,0,Elysian Bloom Earrings - Rose Gold - Image 4,4
121,43,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y1.jpg,product,1,Elysian Bloom Earrings - Yellow Gold - Image 1,1
122,43,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y2.jpg,product,0,Elysian Bloom Earrings - Yellow Gold - Image 2,2
123,43,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y3.jpg,product,0,Elysian Bloom Earrings - Yellow Gold - Image 3,3
124,43,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y4.jpg,product,0,Elysian Bloom Earrings - Yellow Gold - Image 4,4
125,44,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y1.jpg,product,1,Elysian Bloom Earrings - Yellow Gold - Image 1,1
126,44,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y2.jpg,product,0,Elysian Bloom Earrings - Yellow Gold - Image 2,2
127,44,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y3.jpg,product,0,Elysian Bloom Earrings - Yellow Gold - Image 3,3
128,44,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y4.jpg,product,0,Elysian Bloom Earrings - Yellow Gold - Image 4,4
129,45,https://rareregalia.com/wp-content/uploads/2025/07/16034-R1.jpg,product,1,Celeste Flora Earring - Rose Gold - Image 1,1
130,45,https://rareregalia.com/wp-content/uploads/2025/07/16034-R2.jpg,product,0,Celeste Flora Earring - Rose Gold - Image 2,2
131,45,https://rareregalia.com/wp-content/uploads/2025/07/16034-R3.jpg,product,0,Celeste Flora Earring - Rose Gold - Image 3,3
132,45,https://rareregalia.com/wp-content/uploads/2025/07/16034-R4.jpg,product,0,Celeste Flora Earring - Rose Gold - Image 4,4
133,46,https://rareregalia.com/wp-content/uploads/2025/07/16034-R1.jpg,product,1,Celeste Flora Earring - Rose Gold - Image 1,1
134,46,https://rareregalia.com/wp-content/uploads/2025/07/16034-R2.jpg,product,0,Celeste Flora Earring - Rose Gold - Image 2,2
135,46,https://rareregalia.com/wp-content/uploads/2025/07/16034-R3.jpg,product,0,Celeste Flora Earring - Rose Gold - Image 3,3
136,46,https://rareregalia.com/wp-content/uploads/2025/07/16034-R4.jpg,product,0,Celeste Flora Earring - Rose Gold - Image 4,4
137,47,https://rareregalia.com/wp-content/uploads/2025/07/16034-W1.jpg,product,1,Celeste Flora Earring - White Gold - Image 1,1
138,47,https://rareregalia.com/wp-content/uploads/2025/07/16034-W2.jpg,product,0,Celeste Flora Earring - White Gold - Image 2,2
139,47,https://rareregalia.com/wp-content/uploads/2025/07/16034-W3.jpg,product,0,Celeste Flora Earring - White Gold - Image 3,3
140,47,https://rareregalia.com/wp-content/uploads/2025/07/16034-W4.jpg,product,0,Celeste Flora Earring - White Gold - Image 4,4
141,48,https://rareregalia.com/wp-content/uploads/2025/07/16034-W1.jpg,product,1,Celeste Flora Earring - White Gold - Image 1,1
142,48,https://rareregalia.com/wp-content/uploads/2025/07/16034-W2.jpg,product,0,Celeste Flora Earring - White Gold - Image 2,2
143,48,https://rareregalia.com/wp-content/uploads/2025/07/16034-W3.jpg,product,0,Celeste Flora Earring - White Gold - Image 3,3
144,48,https://rareregalia.com/wp-content/uploads/2025/07/16034-W4.jpg,product,0,Celeste Flora Earring - White Gold - Image 4,4
145,49,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y1.jpg,product,1,Celeste Flora Earring - Yellow Gold - Image 1,1
146,49,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y2.jpg,product,0,Celeste Flora Earring - Yellow Gold - Image 2,2
147,49,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y3.jpg,product,0,Celeste Flora Earring - Yellow Gold - Image 3,3
148,49,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y4.jpg,product,0,Celeste Flora Earring - Yellow Gold - Image 4,4
149,50,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y1.jpg,product,1,Celeste Flora Earring - Yellow Gold - Image 1,1
150,50,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y2.jpg,product,0,Celeste Flora Earring - Yellow Gold - Image 2,2
151,50,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y3.jpg,product,0,Celeste Flora Earring - Yellow Gold - Image 3,3
152,50,https://rareregalia.com/wp-content/uploads/2025/07/16034-Y4.jpg,product,0,Celeste Flora Earring - Yellow Gold - Image 4,4
153,51,https://rareregalia.com/wp-content/uploads/2025/07/17037-R1.jpg,product,1,Aurora Royale Earring - Rose Gold - Image 1,1
154,51,https://rareregalia.com/wp-content/uploads/2025/07/17037-R2.jpg,product,0,Aurora Royale Earring - Rose Gold - Image 2,2
155,51,https://rareregalia.com/wp-content/uploads/2025/07/17037-R3.jpg,product,0,Aurora Royale Earring - Rose Gold - Image 3,3
156,51,https://rareregalia.com/wp-content/uploads/2025/07/17037-R4.jpg,product,0,Aurora Royale Earring - Rose Gold - Image 4,4
157,52,https://rareregalia.com/wp-content/uploads/2025/07/17037-R1.jpg,product,1,Aurora Royale Earring - Rose Gold - Image 1,1
158,52,https://rareregalia.com/wp-content/uploads/2025/07/17037-R2.jpg,product,0,Aurora Royale Earring - Rose Gold - Image 2,2
159,52,https://rareregalia.com/wp-content/uploads/2025/07/17037-R3.jpg,product,0,Aurora Royale Earring - Rose Gold - Image 3,3
160,52,https://rareregalia.com/wp-content/uploads/2025/07/17037-R4.jpg,product,0,Aurora Royale Earring - Rose Gold - Image 4,4
161,53,https://rareregalia.com/wp-content/uploads/2025/07/17037-W1.jpg,product,1,Aurora Royale Earring - White Gold - Image 1,1
162,53,https://rareregalia.com/wp-content/uploads/2025/07/17037-W2.jpg,product,0,Aurora Royale Earring - White Gold - Image 2,2
163,53,https://rareregalia.com/wp-content/uploads/2025/07/17037-W3.jpg,product,0,Aurora Royale Earring - White Gold - Image 3,3
164,53,https://rareregalia.com/wp-content/uploads/2025/07/17037-W4.jpg,product,0,Aurora Royale Earring - White Gold - Image 4,4
165,54,https://rareregalia.com/wp-content/uploads/2025/07/17037-W1.jpg,product,1,Aurora Royale Earring - White Gold - Image 1,1
166,54,https://rareregalia.com/wp-content/uploads/2025/07/17037-W2.jpg,product,0,Aurora Royale Earring - White Gold - Image 2,2
167,54,https://rareregalia.com/wp-content/uploads/2025/07/17037-W3.jpg,product,0,Aurora Royale Earring - White Gold - Image 3,3
168,54,https://rareregalia.com/wp-content/uploads/2025/07/17037-W4.jpg,product,0,Aurora Royale Earring - White Gold - Image 4,4
169,55,https://rareregalia.com/wp-content/uploads/2025/07/17037-Y1.jpg,product,1,Aurora Royale Earring - Yellow Gold - Image 1,1
170,55,https://rareregalia.com/wp-content/uploads/2025/07/17037-Y2.jpg,product,0,Aurora Royale Earring - Yellow Gold - Image 2,2
171,55,https://rareregalia.com/wp-content/uploads/2025/07/17037-Y3.jpg,product,0,Aurora Royale Earring - Yellow Gold - Image 3,3
172,55,https://rareregalia.com/wp-content/uploads/2025/07/17037-Y4.jpg,product,0,Aurora Royale Earring - Yellow Gold - Image 4,4
173,56,https://rareregalia.com/wp-content/uploads/2025/07/17037-Y1.jpg,product,1,Aurora Royale Earring - Yellow Gold - Image 1,1
174,56,https://rareregalia.com/wp-content/uploads/2025/07/17037-Y2.jpg,product,0,Aurora Royale Earring - Yellow Gold - Image 2,2
175,56,https://rareregalia.com/wp-content/uploads/2025/07/17037-Y3.jpg,product,0,Aurora Royale Earring - Yellow Gold - Image 3,3
176,56,https://rareregalia.com/wp-content/uploads/2025/07/17037-Y4.jpg,product,0,Aurora Royale Earring - Yellow Gold - Image 4,4
177,57,https://rareregalia.com/wp-content/uploads/2025/07/17051-R1.jpg,product,1,Celeste Loops Earrings - Rose Gold - Image 1,1
178,57,https://rareregalia.com/wp-content/uploads/2025/07/17051-R2.jpg,product,0,Celeste Loops Earrings - Rose Gold - Image 2,2
179,57,https://rareregalia.com/wp-content/uploads/2025/07/17051-R3.jpg,product,0,Celeste Loops Earrings - Rose Gold - Image 3,3
180,57,https://rareregalia.com/wp-content/uploads/2025/07/17051-R4.jpg,product,0,Celeste Loops Earrings - Rose Gold - Image 4,4
181,58,https://rareregalia.com/wp-content/uploads/2025/07/17051-R1.jpg,product,1,Celeste Loops Earrings - Rose Gold - Image 1,1
182,58,https://rareregalia.com/wp-content/uploads/2025/07/17051-R2.jpg,product,0,Celeste Loops Earrings - Rose Gold - Image 2,2
183,58,https://rareregalia.com/wp-content/uploads/2025/07/17051-R3.jpg,product,0,Celeste Loops Earrings - Rose Gold - Image 3,3
184,58,https://rareregalia.com/wp-content/uploads/2025/07/17051-R4.jpg,product,0,Celeste Loops Earrings - Rose Gold - Image 4,4
185,59,https://rareregalia.com/wp-content/uploads/2025/07/17051-W1.jpg,product,1,Celeste Loops Earrings - White Gold - Image 1,1
186,59,https://rareregalia.com/wp-content/uploads/2025/07/17051-W2.jpg,product,0,Celeste Loops Earrings - White Gold - Image 2,2
187,59,https://rareregalia.com/wp-content/uploads/2025/07/17051-W3.jpg,product,0,Celeste Loops Earrings - White Gold - Image 3,3
188,59,https://rareregalia.com/wp-content/uploads/2025/07/17051-W4.jpg,product,0,Celeste Loops Earrings - White Gold - Image 4,4
189,60,https://rareregalia.com/wp-content/uploads/2025/07/17051-W1.jpg,product,1,Celeste Loops Earrings - White Gold - Image 1,1
190,60,https://rareregalia.com/wp-content/uploads/2025/07/17051-W2.jpg,product,0,Celeste Loops Earrings - White Gold - Image 2,2
191,60,https://rareregalia.com/wp-content/uploads/2025/07/17051-W3.jpg,product,0,Celeste Loops Earrings - White Gold - Image 3,3
192,60,https://rareregalia.com/wp-content/uploads/2025/07/17051-W4.jpg,product,0,Celeste Loops Earrings - White Gold - Image 4,4
193,61,https://rareregalia.com/wp-content/uploads/2025/07/17051-Y1.jpg,product,1,Celeste Loops Earrings - Yellow Gold - Image 1,1
194,61,https://rareregalia.com/wp-content/uploads/2025/07/17051-Y2.jpg,product,0,Celeste Loops Earrings - Yellow Gold - Image 2,2
195,61,https://rareregalia.com/wp-content/uploads/2025/07/17051-Y3.jpg,product,0,Celeste Loops Earrings - Yellow Gold - Image 3,3
196,61,https://rareregalia.com/wp-content/uploads/2025/07/17051-Y4.jpg,product,0,Celeste Loops Earrings - Yellow Gold - Image 4,4
197,62,https://rareregalia.com/wp-content/uploads/2025/07/17051-Y1.jpg,product,1,Celeste Loops Earrings - Yellow Gold - Image 1,1
198,62,https://rareregalia.com/wp-content/uploads/2025/07/17051-Y2.jpg,product,0,Celeste Loops Earrings - Yellow Gold - Image 2,2
199,62,https://rareregalia.com/wp-content/uploads/2025/07/17051-Y3.jpg,product,0,Celeste Loops Earrings - Yellow Gold - Image 3,3
200,62,https://rareregalia.com/wp-content/uploads/2025/07/17051-Y4.jpg,product,0,Celeste Loops Earrings - Yellow Gold - Image 4,4
201,63,https://rareregalia.com/wp-content/uploads/2025/07/17073-R1.jpg,product,1,Orla Spark Earring - Rose Gold - Image 1,1
202,63,https://rareregalia.com/wp-content/uploads/2025/07/17073-R2.jpg,product,0,Orla Spark Earring - Rose Gold - Image 2,2
203,63,https://rareregalia.com/wp-content/uploads/2025/07/17073-R3.jpg,product,0,Orla Spark Earring - Rose Gold - Image 3,3
204,63,https://rareregalia.com/wp-content/uploads/2025/07/17073-R4.jpg,product,0,Orla Spark Earring - Rose Gold - Image 4,4
